OrganizationName,Industries,HeadquartersLocation,Description,CBRank,PostalCode,EstimatedRevenueRange,OperatingStatus,FoundedDate,ExitDate,ClosedDate,Company Type,Website,NumberOfFounders,NumberOfEmployees,NumberOfFundingRounds,TotalEquityFundingAmount,TotalFundingAmount,Top5Investors,FullDescription,LastFundingAmount,LastFundingDate,NumberOfInvestors,FundingStatus,LastFundingType,
Initions Logo Initions,"Artificial Intelligence (AI) , Machine Learning , Software","Hamburg , Hamburg , Germany",Initions design and implement software solutions based on artificial intelligence and machine learning for digital transformation.,"351,882",22083,$1M to $10M,Active,2001,"Dec 15, 2021",—,For Profit,www.initions.com,2,101-250,—,—,—,—,—,—,—,—,M&A,—,
INHUBBER Logo INHUBBER,"Artificial Intelligence (AI) , B2B , Blockchain , Information Technology , SaaS , Small and Medium Businesses","Berlin , Berlin , Germany",INHUBBER is the world's safest SaaS contract lifecycle management platform with a native digital signature.,"54,942",10435,—,Active,2020,—,—,For Profit,inhubber.com/,3,11-50,7,"1,845,000.00 €","1,845,000.00 €","Companisto , Business angels , EXIST , Investitionsbank Berlin , MECHIK GmbH","Contract management platform with a native digital signature. Leveraging blockchain and AI, INHUBBER provides unprecedented security and data analytics for cloud-based CLM software.INHUBBER simplifies contracts and makes them comprehensible, interactive, easy to manage, and automated. It reduces the time, costs, and risks associated with negotiating, creating, approving, and managing contracts. INHUBBER's AI answers contextual questions, and the digital signature signs any file format.",—,"Aug 1, 2022",5,Seed,Seed,
Ingenieurgesellschaft für Technologie Unterstützung Logo Ingenieurgesellschaft für Technologie Unterstützung,"Artificial Intelligence (AI) , Consulting , Security , Software , Web Development","Lehre , Niedersachsen , Germany","ITU Consult offers consultation services in the manufacturing industry, providing tailored solutions and strategies.","1,993,270",38165,$1M to $10M,Active,1998,—,—,For Profit,ituc.de,—,51-100,—,—,—,—,—,—,—,—,—,—,
Infosys Innovation Fabrik Logo Infosys Innovation Fabrik,"Analytics , Artificial Intelligence (AI) , Information Technology , Internet","Berlin , Berlin , Germany",Ai & digital Innovation Lab. Co-working space & incubator for Ai & analytics startups,"2,922,253",10405,—,Active,Sep 2016,—,—,For Profit,—,—,—,—,—,—,—,—,—,—,—,—,—,
Information factory Logo Information factory,"Artificial Intelligence (AI) , Business Intelligence , Cloud Data Services , Information Technology","Münster , Nordrhein-Westfalen , Germany",Information factory is an IT company that provides data analytics and artificial intelligence services for the banking and finance sectors.,"966,730",48155,$1M to $10M,Active,2000,—,—,For Profit,www.informationsfabrik.com,—,11-50,—,—,—,—,—,—,—,—,—,—,
Infinite Devices Logo Infinite Devices,"Facility Management , Information Technology , Predictive Analytics , Smart Building","Magdeburg , Sachsen-Anhalt , Germany",Smart facility management,"84,450",39104,$1M to $10M,Active,"May 1, 2020",—,—,For Profit,www.infinitedevices.io,4,11-50,2,"1,460,000.00 €","1,460,000.00 €","bmp Ventures , BSC-Partner , Alexander Alten , novatechflow",DSGVO-konform. Zuverlässig. Sicher.SmartCountr ermöglicht eine zuverlässige Ein- und Ausgangskontrolle in hochfrequentierten Gebäuden.Gerade in Zeiten der Corona-Pandemie ist eine präzise Messung der Eingangssituation und Sicherstellung der zulässigen Besucherzahl von fundamentaler Bedeutung.,"1,450,000.00 €","May 27, 2020",4,Seed,Seed,
Infarm Logo Infarm,"Agriculture , AgTech , Farming , Machine Learning","Berlin , Berlin , Germany",Infarm builds and distributes efficient vertical farms throughout cities.,"3,860",12099,$100M to $500M,Active,2013,—,—,For Profit,infarm.com,3,251-500,10,"$599,896,822","$604,522,397","TriplePoint Capital , Atomico , Astanor Ventures , Hanaco Venture Capital , Lightrock","Infarm builds and distributes efficient vertical farms throughout cities. Infarm combines efficient vertical farms with IoT technologies and Machine Learning, to offer an alternative food system that is resilient, transparent, and affordable. The company distributes its smart modular farms throughout the urban environment to grow fresh produce for the city’s inhabitants. It was founded in 2013 and headquartered in Berlin, Germany.","$200,000,000","Dec 16, 2021",24,Late Stage Venture,Series D,
IndeeWork Logo IndeeWork,"Artificial Intelligence (AI) , Machine Learning , SaaS , Software","Leipzig , Sachsen , Germany",IndeeWork provides software backed by artificial intelligence and helps companies optimize and automate their field service scheduling.,"555,261",4179,—,Active,2016,—,—,For Profit,www.neufield.io,1,11-50,1,—,—,SpinLab - The HHL Accelerator,IndeeWork provides software backed by artificial intelligence and helps companies optimize and automate their field service scheduling.,—,"Aug 1, 2018",1,—,Non-equity Assistance,
Indalyz Monitoring & Prognostics Logo Indalyz Monitoring & Prognostics,"Predictive Analytics , Software","Halle , Sachsen-Anhalt , Germany",Indalyz Monitoring & Prognostics is a software company offering a proven predictive maintenance software solution.,"1,684,994",6120,—,Active,2015,—,—,For Profit,www.imprognostics.com/,—,1-10,1,—,—,bmp Ventures,"Indalyz Monitoring & Prognostics is a software company offering a proven predictive maintenance software solution for industrial plants, machineries and vehicles. Our software solutions predicts damaging events long before they occur. By having this knowledge, maintenance costs will be reduced and plant availability increased significantly.",—,"Jan 1, 2016",1,Seed,Seed,
incontext.technology Logo incontext.technology,"Artificial Intelligence (AI) , Cloud Management , Machine Learning , Software","Heidelberg , Baden-Wurttemberg , Germany","incontext.technology is a computer software company. This enables them to promote greater transparency, effectiveness, and more.","1,866,729",69117,—,Active,2014,—,—,For Profit,www.incontext.technology,—,1-10,—,—,—,—,"incontext.technology is a computer software company. This enables them to promote greater transparency, effectiveness, and resilience, whether in terms of the reliability of your assets or productivity, delivery reliability, operating or maintenance costs. They are software and mechanical engineers, mathematicians, and artificial intelligence experts with a passion for smart solutions and automation. It is specialized in smart monitoring, artificial intelligence, machine learning, condition monitoring, business process integration, and more.",—,—,—,—,—,
inContAlert Logo inContAlert,"Artificial Intelligence (AI) , Health Care , Health Diagnostics , Machine Learning , Medical Device , mHealth , Software","Bayreuth , Bayern , Germany",The hearing aid for incontinence.,"49,640",95444,$1M to $10M,Active,2019,—,—,For Profit,incontalert.de/,4,11-50,4,"2,642,000.00 €","2,642,000.00 €","Bayern Kapital , High-Tech Grunderfonds , SpinLab - The HHL Accelerator , EXIST , Carma Fund","inContAlert is a deep tech start-up disrupting the field of incontinence. The technology of inContAlert helps people with bladder dysfunction to monitor the filling level of their urinary bladder. -- no more unnecessary catheters. no more needless emptying through nurses. no more diapers --inContAlert, therefore, developed an mHealth device, which collects and analyzes data with the help of deep learning algorithms. The information is then displayed on an app and sends an alert to incontinence patients when a predefined filling level is reached. inContAlert thereby minimizes the risk of an uncontrolled loss of urine or the harmful distension of the bladder. With the help of inContAlert, incontinence patients can go back to normal and live a carefree life.","1,500,000.00 €","Sep 6, 2023",10,Seed,Pre-Seed,
INCOM,"Artificial Intelligence (AI) , Consumer Software , Information Technology , Software","Schiffweiler , Saarland , Germany",INCOM is intelligent computing company.,"1,896,778",—,Less than $1M,Active,"Jan 1, 1991",—,—,For Profit,www.incomgmbh.com/,—,11-50,—,—,—,—,—,—,—,—,—,—,
Incenda AI Logo Incenda AI,"Artificial Intelligence (AI) , Information Technology , Machine Learning , Software","Nürnberg , Bayern , Germany",Incenda AI provides product-grade artificial intelligence applications.,"450,370",90408,Less than $1M,Active,2009,—,—,For Profit,www.incenda.ai,—,1-10,—,—,—,—,"Incenda AI provides services such as dataset quality assurance and dataset creation. Their objective is to make artificial intelligence (AI) safe, robust, and dependable by focusing on AI Quality Assurance. They provide extensive data quality evaluation, end-to-end datasets, and AI technology. The company focuses on improving datasets and assuring high-performance AI systems.",—,—,—,—,—,
IMWF Institute For Management And Economic Research Logo IMWF Institute For Management And Economic Research,"Artificial Intelligence (AI) , Big Data , Market Research","Hamburg , Hamburg , Germany",IMWF Institute For Management And Economic Research is a big data and AI library that offers white papers and media analysis solutions.,"1,794,257",20459,$1M to $10M,Active,—,—,—,For Profit,www.imwf.de/,—,11-50,—,—,—,—,—,—,—,—,—,—,
Impeccable.AI Logo Impeccable.AI,"Artificial Intelligence (AI) , Information Technology , Machine Learning , Software","Munich , Bayern , Germany",We help teams building their own AI solutions work faster and collaborate better.,"484,233",—,—,Active,Dec 2021,—,—,For Profit,www.impeccable.ai,1,1-10,—,—,—,—,"We are experienced engineers and entrepreneurs who have a proven track of designing, building and delivering AI products for Tech Giants and startups. We have been through the AI development process many times. Each of us faced there many still unsolved problems. Now we are joining our perspectives to build a next generation of AI development tools.",—,—,—,—,—,
Immutable Insight Logo Immutable Insight,"Analytics , Asset Management , Blockchain , Compliance , Financial Services , Information Services , Information Technology , Internet , Predictive Analytics","Grünwald , Bayern , Germany","Immutable Insight is a blockchain analytics company with licensed asset management, AML & sanction analytics and industrial analytics.","155,759",—,Less than $1M,Active,"Oct 29, 2018",—,—,For Profit,www.immutableinsight.com,3,11-50,2,"$7,500,000","$7,500,000",Daniel Hopp,"Immutable Insight is an information technology company that offers products and services such as analytical reports, asset analyses, portfolio strategies, back-testing of investment hypotheses, and advisory services for boards of directors.The company was founded in 2018 and headquartered in Grünwald, Bayern.","$3,000,000","Feb 16, 2022",1,Seed,Seed,
ImFusion Logo ImFusion,"Consulting , Machine Learning","München , Bayern , Germany","ImFusion offers research, development, and consulting services for medical image computing and computer vision.","391,665",80992,—,Active,2012,—,—,For Profit,www.imfusion.com,—,11-50,—,—,—,—,"ImFusion provides software solutions for medical image processing and computer vision. They provide medical imaging, computer vision, machine learning, deep learning, image processing, research, and consulting services. They address inquiries through phone calls and emails.",—,—,—,—,—,
IFMPT Logo IFMPT,"Predictive Analytics , Software , Training","Oberhausen , Nordrhein-Westfalen , Germany","IFMPT specializes in the area of social geography, criminology, and renders pattern-based investigation method that helps police operations.","2,197,287",—,Less than $1M,Active,"Jan 1, 2000",—,—,For Profit,www.ifmpt.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
ifesca Logo ifesca,"Analytics , Artificial Intelligence (AI) , Energy , Energy Efficiency , Energy Management , Information and Communications Technology (ICT) , Information Technology , Internet of Things","Ilmenau , Thuringen , Germany",Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,"48,276",98693,$1M to $10M,Active,"Dec 2, 2016",—,—,For Profit,www.ifesca.de/,3,11-50,6,"14,200,000.00 €","14,200,000.00 €","bm-t beteiligungsmanagement thuringen , Paysmark Verwaltungs- und Beteiligungsgesellschaft mbH","Ifesca is an industrial internet of things company that uses artificial intelligence to enable optimal decision-making for all energy companies. They have developed two software applications that use artificial intelligence to achieve completely new levels of efficiency while still operating in near real-time. The company's goal is to provide optimal support for decision-making processes by providing innovative software solutions, particularly in the areas of forecasting and optimization, as associated services.","7,200,000.00 €","Oct 4, 2021",2,Early Stage Venture,Series B,
IDnow Logo IDnow,"Identity Management , Information Technology , Machine Learning , Real Time , Security","Munich , Bayern , Germany",IDnow is a technology startup that provides advanced machine-learning technology for its Identity Verification-as-a-Service platform.,"20,768",80469,—,Active,Feb 2014,—,—,For Profit,www.idnow.io,4,501-1000,8,"$40,000,000","$119,103,730","European Investment Bank , BlackRock , Plug and Play , Corsair Capital , Seventure Partners","IDnow provides advanced machine-learning technology for its Identity-as-a-Service platform that can verify identities in real time. The company's solutions guarantee legal security throughout Europe and the highest level of data security. The company provides a legally secure solution without additional hardware in the area of video identification of customers and electronic signatures.The company's offer is directed at all business customers who would like to provide customer identification and contract conclusion online, such as banks, telecommunications companies, Fintechs, etc. Its customer portfolio includes renowned firms such as Commerzbank, UBS, Sixt neuwagen, Telefónica, and N26.IDnow was founded on 2014 and is headquartered in Munich, Germany.","60,000,000.00 €","Aug 3, 2022",10,Late Stage Venture,Debt Financing,
IDEASCANNER Logo IDEASCANNER,"Artificial Intelligence (AI) , Information Technology , Innovation Management","Munich , Bayern , Germany",IDEASCANNER is an artificial intelligence company that provides digital transformation and sustainable innovation.,"1,665,754",81675,—,Active,—,—,—,For Profit,www.ideascanner.com,—,1-10,—,—,—,—,"IDEASCANNER offers algorithm decision-making, digital transformation, innovation, business model analysis, AI, business continuity, business strategy, leadership, SaaS, and entrepreneurship education services. An online inquiry form is available on the company's website.",—,—,—,—,—,
idatase GmbH Logo idatase GmbH,"Analytics , Artificial Intelligence (AI) , Enterprise Software","Frankfurt , Hessen , Germany",NetLumes distinct benefits comes with its acceleration of IIoT analytics.,"138,240",65934,$1M to $10M,Active,Mar 2017,—,—,For Profit,idatase.de/,1,1-10,3,"$122,754","$122,754","Techstars , SpinLab - The HHL Accelerator , Sente Ventures , Data Pitch","Starting as a consultancy for data analytics and machine learning projects focused in the energy sector, idatase began to experienced an increasing gap between human domain experts, data experts and the abilities of data-driven automation. NetLume is our response to bridge those gaps and innovate a new way of collaboration across domains. We provide the OS for A.I. in the industry as one shared platform: The domain expert with his superior knowledge to a field gathered through years of work, the data scientist with his expertise in data analytics and automation, as well as the machine itself with increasing capabilities and intelligence.","$122,754","Mar 4, 2019",4,Seed,Pre-Seed,
idalab Logo idalab,"Artificial Intelligence (AI) , Biotechnology , Consulting , Information Technology , Machine Learning , Medical Device , Pharmaceutical","Berlin , Berlin , Germany","We support biotech, pharma and medtech harnessing the power of data, machine learning and artificial intelligence","149,858",10785,$1M to $10M,Active,2016,—,—,For Profit,idalab.de/,1,11-50,1,—,"95,000.00 €",Open Data Incubator for Europe (ODINE),"idalab is a consulting company focused on artificial intelligence, machine learning and data in biotech, pharma and medtech.","95,000.00 €","Nov 21, 2016",1,—,Grant,
Id-Netsolutions Logo Id-Netsolutions,"Compliance , Intelligent Systems , IT Management","Kayhude , Schleswig-Holstein , Germany","Id-Netsolutions provides solutions to businesses on digital business, intelligent information management, and compliance document editor.","2,550,676",—,Less than $1M,Active,"Jan 1, 2001",—,—,For Profit,www.sb-digital.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
iCUE Solutions Logo iCUE Solutions,"Information Technology , Predictive Analytics , Product Management","Düsseldorf , Nordrhein-Westfalen , Germany","iCUE Solutions provides comprehensive cloud-based product portfolio management, Inventory Management, and demand forecasting system.","1,433,248",—,—,Active,2018,—,—,For Profit,www.i-cue.solutions,—,1-10,—,—,—,—,—,—,—,—,—,—,
IconPro Logo IconPro,"Artificial Intelligence (AI) , Consulting , Information Technology , Machine Learning , Software","Aachen , Nordrhein-Westfalen , Germany","IconPro provides industrial AI software, machine learning, and professional consulting solutions for manufacturing and production companies.","654,691",—,$1M to $10M,Active,2018,—,—,For Profit,iconpro.com,1,11-50,—,—,—,—,—,—,—,—,—,—,
IconPeak Logo IconPeak,"Ad Retargeting , App Marketing , Big Data , Machine Learning , Mobile , Mobile Advertising","Berlin , Berlin , Germany","IconPeak is a fully managed performance marketing service helping agencies, brands, and app developers scale their user acquisition.","371,629",10115,—,Active,"Jun 6, 2013","Aug 2, 2017",—,For Profit,www.iconpeak.com,2,11-50,1,—,—,MAKERS,"IconPeak is a fully managed performance marketing service helping agencies, brands, and app developers scale their user acquisition.With state-of-the-art DSP capacities and inhouse machine-learning technology, we activate your global audiences whenever and wherever they are most likely to convert. We use real-time post-install data to optimize towards your goals and recommend top traffic sources. Our deep expertise on user behaviour paired with real-time bidding capabilities and cross-platform targeting guarantees that every cent of your ad spend is invested in real people.",—,"Sep 1, 2013",1,M&A,Seed,
ICO-LUX GmbH Logo ICO-LUX GmbH,"Artificial Intelligence (AI) , Software","Jena , Thuringen , Germany",Software Development (image based fraud detection),"363,203",7745,—,Active,2018,—,—,For Profit,ico-lux.de/,—,1-10,2,—,—,"High-Tech Grunderfonds , VENPACE","ICO-LUX is a start-up located in Jena, Germany, that develops solutions for document verification and fraud prevention using automated image analysis and artificial intelligence.",—,"Dec 29, 2020",2,Seed,Seed,
iCityGuide Logo iCityGuide,"Advertising Platforms , Artificial Intelligence (AI) , Augmented Reality , E-Commerce , GPS , Machine Learning , Marketplace , Mobile Apps , Tourism","Berlin , Berlin , Germany","Buyer flow marketplace based on city navigator for tourists, AI routes generator, GPS navigation, voice guidance and augmented reality","706,266",14050,—,Closed,"Dec 1, 2015",—,"Dec 1, 2023",For Profit,www.icityguide.online/,1,1-10,—,—,—,—,"A city mobile navigator for tourists with AI routes generator, based on available free time and interests of user, with GPS navigation, voice guidance and augmented reality and an online marketplace, connected to the mobile navigator, that will offer simple tools to attract users of navigator to go near customers business or show them advertising notifications near it.",—,—,—,—,—,
iATROS Logo iATROS,"Artificial Intelligence (AI) , Health Care , Hospital , Machine Learning , Software","Munich , Bayern , Germany","Artificial Intelligence (AI), Cardiology, E-Health, Internet of Things (IoT), Machine Learning, Healthcare","65,749",80336,—,Active,"Jul 1, 2019",—,—,For Profit,www.i-atros.com,5,11-50,1,"2,000,000.00 €","2,000,000.00 €","Bayern Kapital , High-Tech Grunderfonds","As the population ages, the number of cardiovascular patients is steadily increasing. Every fourth German suffers from widespread diseases such as high blood pressure, atrial fibrillation, heart failure or coronary heart disease. We want to sustainably improve the lives of chronic and acute cardiovascular patients and contribute to reducing the total costs of over 60 billion euros annually.Our holistic approach allows healthcare providers to utilize the full power of smart health trackers in patient care. Combining the permanently gathered vital data with advanced AI analytics and medical expertise substantially increases the treatment outcomes and thereby saves lifes. We believe every patient deserves the convenience to have 24/7 doctor access and feel safe.","2,000,000.00 €","Mar 9, 2020",2,Seed,Seed,
IAMDS Logo IAMDS,"Analytics , Apps , Artificial Intelligence (AI) , Consulting , Information Technology , Mobile Apps , Software , Web Design , Web Development","Passau , Bayern , Germany","IAMDS offers web development, mobile development, software architecture, and data analytics services.","948,717",—,—,Active,2016,—,—,For Profit,www.iamds.com,—,11-50,—,—,—,—,—,—,—,—,—,—,
i2x Logo i2x,"Artificial Intelligence (AI) , Information Technology , Internet , Machine Learning","Berlin , Berlin , Germany",i2x leverages the power of AI to transform the human voice into actionable insights at the speed of a face-to-face conversation.,"18,635",13355,$1M to $10M,Active,Jan 2017,—,—,For Profit,i2x.ai/,1,11-50,4,"$27,579,927","$27,579,927","Redstone , b2venture (formerly btov Partners) , Plug and Play , MS&AD Ventures , HV Capital","Real-time conversation analytics and continuous coaching.At i2x they are working to radically improve the human-to-human interaction between companies and their customers. They do this by providing real-time insights on business calls for managers on one side, and supporting agents with continuous communication training on the job on the other.i2x enables companies to leverage data and understand what makes their team successful and customers happy - all in real-time and powered by AI. With i2x, the black box of phone calls is decrypted for the first time. Traditionally, contact center success metrics are based on a limited set of data, including call attempts and duration. Built on a fit-for-purpose ASR (automatic speech recognition), i2x opens the doors to deeper, more meaningful insights. The platform evaluates complex speech parameters in real-time to determine the dynamics of a customer conversation. This includes customizable words and phrases, pauses, rate of speech, and speech-to-listen ratio. i2x analyzes sales and service team calls and identifies which approach works best for a specific customer or prospect group. Data-driven best practices are automatically shared with all team members. As a result, managers gain deeper insights into customer interactions, the skills of existing employees evolve and brand experience improves. i2x makes call data analyzable and actionable. “They do not automate, they augment the human intelligence, elevate customer interactions and amplify sales.”",—,"Jul 12, 2022",10,—,Debt Financing,
hyScore Logo hyScore,"Ad Network , Ad Targeting , Artificial Intelligence (AI) , Data Mining , Machine Learning , Mobile Advertising , Speech Recognition , Text Analytics , Video Advertising","Berlin , Berlin , Germany",We ensure that advertisers and publishers can deliver engaging and effective brand-safe campaigns to only the most relevant audience.,"376,732",10999,—,Active,"May 3, 2017",—,—,For Profit,hyscore.io,3,11-50,—,—,—,—,"Precise Contextual Targeting, cookie-less, for online advertising!In the “new normal” of media ecosystem where tracking is heavily  restricted… We ensure that advertisers and publishers can deliver engaging and effective brand-safe campaigns to only the most relevant audience.In a cookie-less, anti-tracking & highly restricted data world, the ability to target user with relevant ads on brand-safe content is severely limited and challenging.- Go beyond one-dimensional IAB categorization and simple keyword matching.- Analyse which Content works best on different environments down to single URLs.- Create dynamic segments and take-over specific topics for your ad message in real-time.- Use significantly better performing segments to increase ROI and customer engagement to a new level.Think beyond cookies and user-consent. ---------After rigorous customer development, we refined our ML and algos to deliver significant results for the hyper-growth contextual advertising market. We continue to partner closely with advertisers, agencies and platforms to evolve performance by harnessing the power of NLP and AI for precise matching.Our Founders and Executive Team are veterans in the fields of ArtificaI Intelligence (Machine Learning and NLP), Digital Media, AdTech and MarTech Technology and have built and deployed products at scale. The originate from companies like AdScale, Amobee (Singtel), Stroeer, JobScout, ClipKit, Ogury and others.",—,—,—,—,—,
Hyperganic Logo Hyperganic,"3D Printing , Machine Learning , Manufacturing , Product Design , Software","Munich , Bayern , Germany",New manufacturing technologies based on 3D printing & biological processes are fundamentally changing how we design & produce objects.,"27,889",80799 Munich,Less than $1M,Active,"Jan 1, 2014",—,—,For Profit,www.hyperganic.com/,2,11-50,2,"$7,800,000","$7,800,000","Acequia Capital (AceCap) , HV Capital , Converge , Vsquared Ventures , Hermann Hauser","Hyperganic radically redefines engineering with the goal to help solve humanity’s biggest challenges. The company’s software platform creates parts, structures and entire machines through Artificial Intelligence, and enables mass production in digital factories using industrial 3D printing. The resulting products are more advanced, efficient and sustainable than traditionally engineered objects.","$7,800,000","Feb 17, 2021",5,—,Venture - Series Unknown,
Hypatos Logo Hypatos,"Artificial Intelligence (AI) , Computer , Software","Berlin , Berlin , Germany",Hypatos is a process automation startup.,"19,297",—,$10M to $50M,Active,2018,—,—,For Profit,hypatos.ai/,2,11-50,3,"13,200,000.00 €","13,200,000.00 €","Redstone , Framework Ventures , Plug and Play , DN Capital , DvH Ventures","Hypatos is a process automation startup. It is applying language processing AI and computer vision tech to speed up financial document processing for business use cases such as invoices, travel and expense management, loan application validation and insurance claims",—,"Jan 11, 2022",10,Early Stage Venture,Series A,
Hutchison Mobilfunk Logo Hutchison Mobilfunk,"Mobile , Predictive Analytics","Muenster , Nordrhein-Westfalen , Germany",Mobile Service Provider,"1,182,420",48155,Less than $1M,Active,1991,—,—,For Profit,www.three.com,2,1-10,—,—,—,—,—,—,—,—,—,—,
HUMOVO Logo HUMOVO,"Artificial Intelligence (AI) , Information Technology , Software","Düsseldorf , Nordrhein-Westfalen , Germany",HUMOVO is an AI-powered software company for behavioral change.,"1,938,375",—,—,Active,2017,—,—,For Profit,www.humovo.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
Humble Logo Humble,"Apps , Artificial Intelligence (AI) , Mobile Apps , Recruiting","Berlin , Berlin , Germany",Humble is an AI-powered recruitment matchmaking app for engineers,"643,008",—,—,Closed,—,—,—,For Profit,humbleapp.io/,—,—,—,—,—,—,Humble is an AI-powered recruitment matchmaking app for engineers,—,—,—,—,—,
Humanizing Technologies Logo Humanizing Technologies,"Artificial Intelligence (AI) , Consulting , Robotics , Software , Training","Olpe , Nordrhein-Westfalen , Germany",Humanizing Technologies provides integrated robotic and AI software solutions.,"343,290",—,$1M to $10M,Active,2016,—,—,For Profit,humanizing.com,1,11-50,—,—,—,—,—,—,—,—,—,—,
Humance Logo Humance,"Artificial Intelligence (AI) , Computer , Software","Köln , Nordrhein-Westfalen , Germany","Humance is a computer software company that works in the healthcare, logistics, entertainment, and artificial intelligence sectors.","1,719,067",50678,Less than $1M,Active,2001,—,—,For Profit,humance.de,—,1-10,—,—,—,—,—,—,—,—,—,—,
HumanAIze,Artificial Intelligence (AI),"Berlin , Berlin , Germany",HumanAIze offers empathetic AI to unlock the power of people and culture.,"396,498",10437,—,Active,"Mar 28, 2022",—,—,For Profit,humanaize.work/,—,1-10,1,—,—,Campus Founders,"HumanAIze builds personal and honest relationships. Their virtual assistant to automate communication, build trust, and foster a healthier work environment. It enables tech companies to overcome disengagement and break down silos by offering an empathetic conversational AI that helps companies excel in their employee and increase productivity, and get actionable real-time HR insights.",—,"Oct 6, 2022",1,Seed,Pre-Seed,
Human Labs Logo Human Labs,Artificial Intelligence (AI),"Grünwald , Bayern , Germany",Building the strongest communities.,"90,301",D-82031,—,Active,"Feb 22, 2022",—,—,For Profit,hmnlbs.com,—,1-10,1,"1,300,000.00 €","1,300,000.00 €","Alexander Artope , Dirk Hoke","We are a pioneering community builder start-up headquartered in Germany, with experience in creating, managing, and leveraging social brands since 2011. Human Labs® is a part of the HuLab GmbH portfolio.","1,300,000.00 €","Apr 27, 2022",2,Seed,Pre-Seed,
Humaitrix AI Logo Humaitrix AI,Artificial Intelligence (AI),"Hamburg , Hamburg , Germany","AI crafted to revolutionize customer interactions: In-Store AR Glasses, advanced Humanized AI Chatbots and exceptional AI assistants","231,329",20357,—,Active,"Jan 6, 2024",—,—,For Profit,www.humaitrix.com,1,1-10,—,—,—,—,"Humaitrix is a versatile SaaS enterprise, specializing in the creation of intuitive AI-driven solutions aimed at boosting business performance. Our offerings include an engaging multilingual chatbot that simulates human interaction to enhance customer engagement, an efficient AI Assistant designed for seamless integration with company intranets or other digital tools, with the ability to summarise, translate, or respond to content with ease. Additionally, we pioneer in the integration of Augmented Reality (AR) Glasses with artificial intelligence, delivering real-time analytics and support to sales professionals during customer interactions.",—,—,—,—,—,
HS INNOVATION Logo HS INNOVATION,"Artificial Intelligence (AI) , Consulting , Machine Learning , Robotics","Baden-baden , Baden-Wurttemberg , Germany",Design of new business models and use cases based on artificial intelligence. Holding for management of intellectual property.,"2,775,342",77836,—,Active,"Jul 4, 2014",—,—,For Profit,—,1,—,—,—,—,—,—,—,—,—,—,—,
Hoverture Logo Hoverture,"Analytics , Artificial Intelligence (AI) , Big Data , Cyber Security , Information Technology","Munich , Bayern , Germany","Hoverture is a cloud infrastructure and application modernization, big data, smart analytics and AI, and secutrity and compliance company.","443,774",—,$1M to $10M,Active,2020,—,—,For Profit,hoverture.com,2,51-100,—,—,—,—,—,—,—,—,—,—,
House Of Change Logo House Of Change,"Artificial Intelligence (AI) , Consulting , Digital Marketing , Green Consumer Goods , GreenTech , Software , Sustainability","Hamburg , Hamburg , Germany",info.link brings every physical product to the digital world.,"278,077",20457,—,Active,2022,—,—,For Profit,www.houseofchange.net/,—,—,1,—,—,"Green Generation Fund , Prediction Capital","*info.link creates transparency for brands & consumers*Create a transparent info.link page for each product in seconds, compliant with the latest EU regulations, and accessible via a future-proof QR code.",—,"Nov 16, 2022",2,Seed,Pre-Seed,
Horwood-Köhler Logo Horwood-Köhler,"Artificial Intelligence (AI) , Consulting , Human Resources , Software","Munich , Bayern , Germany","Horwood-Köhleris helps in recruiting science, technology and engineering professionals.","1,224,474",81545,Less than $1M,Active,2014,—,—,For Profit,www.horwood-koehler.de,—,1-10,—,—,—,—,"Horwood-Köhler GmbH, based in Munich, supplies hiring, strategic resourcing, and people case management to the science, technology, and engineering sectors around Southern Germany and beyond. considerable industry knowledge, utilizing data-driven technology products and tools to expand candidate outreach and obtain broader knowledge, and working with business stakeholders to determine which of our service offerings might give the results. High-tech Personalberatung, IT-Personalvermittlung, Tech Talent Recruiter, Software, API Ecosystems, Digital Transformation, Industry 4.0, Machine Learning, Artificial Intelligence, Data Driven Platforms, IoT, Smart Environments, Project Assurance & Compliance are some of the things they deliver.",—,—,—,—,—,
Hortiya Logo Hortiya,"Agriculture , AgTech , Artificial Intelligence (AI) , B2B , Energy , GreenTech , Information Technology , Internet of Things , Software","Duisburg , Nordrhein-Westfalen , Germany",IT Services and IT Consulting,"55,172",47119,—,Active,Jun 2020,—,—,For Profit,www.hortiya.com/,2,1-10,1,"1,000,000.00 €","1,000,000.00 €",—,"Hortiya develops artificial intelligence and plant-centric technologies for easy, profitable, and more sustainable indoor growing. Our goal is to make autonomous greenhouse the most viable option to grow fresh food in a changing climate by minimizing the use of energy, water, and fertilizers while maximizing yield and use of natural resources.","1,000,000.00 €","Apr 1, 2022",—,Seed,Pre-Seed,
